date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:19:09	614/614	---M--	200	added ('OK')	text/css	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/style.css?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/style109c.css	(from https://qualitybio.in/)
22:19:09	31000/31000	---M--	200	added ('OK')	text/css	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/css/font-awesome/css/font-awesome.min.css?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/css/font-awesome/css/font-awesome.min109c.css	(from https://qualitybio.in/)
22:19:09	21769/21769	---M--	200	added ('OK')	text/css	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/css/elegant-icons/style.min.css?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/css/elegant-icons/style.min109c.css	(from https://qualitybio.in/)
22:19:09	78080/78080	---M--	200	added ('OK')	text/css	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/css/linea-icons/style.css?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/css/linea-icons/style109c.css	(from https://qualitybio.in/)
22:19:09	11546/11546	---M--	200	added ('OK')	text/css	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/css/dripicons/dripicons.css?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/css/dripicons/dripicons109c.css	(from https://qualitybio.in/)
22:19:10	716106/716106	---M--	200	added ('OK')	text/css	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/css/stylesheet.min.css?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/css/stylesheet.min109c.css	(from https://qualitybio.in/)
22:19:10	611/611	---M--	200	added ('OK')	text/css	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/css/print.css?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/css/print109c.css	(from https://qualitybio.in/)
22:19:10	28289/28289	---M--	200	added ('OK')	text/css	date:Tue,%2009%20Apr%202024%2012:31:01%20GMT	https://qualitybio.in/wp-content/themes/bridge/css/style_dynamic.css?ver=1712665861	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/css/style_dynamic5fe4.css	(from https://qualitybio.in/)
22:19:11	121013/121013	---M--	200	added ('OK')	text/css	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/css/responsive.min.css?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/css/responsive.min109c.css	(from https://qualitybio.in/)
22:19:11	665/665	---M--	200	added ('OK')	text/css	date:Tue,%2009%20Apr%202024%2012:31:01%20GMT	https://qualitybio.in/wp-content/themes/bridge/css/style_dynamic_responsive.css?ver=1712665861	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/css/style_dynamic_responsive5fe4.css	(from https://qualitybio.in/)
22:19:11	2533/2533	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2017:49:09%20GMT	https://qualitybio.in/wp-content/themes/bridge/js/plugins/ScrollToPlugin.min.js?ver=6.6.2	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/themes/bridge/js/plugins/ScrollToPlugin.min109c.js	(from https://qualitybio.in/)
22:19:12	117557/117557	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2018:06:42%20GMT	https://qualitybio.in/wp-content/plugins/LayerSlider/static/layerslider/js/greensock.js?ver=1.19.0	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/plugins/LayerSlider/static/layerslider/js/greensockb3a6.js	(from https://qualitybio.in/)
22:19:12	13577/13577	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2018:06:01%20GMT	https://qualitybio.in/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://qualitybio.in/)
22:19:13	87553/87553	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2018:06:01%20GMT	https://qualitybio.in/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/jquery.minf43b.js	(from https://qualitybio.in/)
22:19:13	126235/126235	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2018:06:42%20GMT	https://qualitybio.in/wp-content/plugins/LayerSlider/static/layerslider/js/layerslider.kreaturamedia.jquery.js?ver=6.8.4	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/plugins/LayerSlider/static/layerslider/js/layerslider.kreaturamedia.jquerycc6a.js	(from https://qualitybio.in/)
22:19:13	23831/23831	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2018:06:42%20GMT	https://qualitybio.in/wp-content/plugins/LayerSlider/static/layerslider/js/layerslider.transitions.js?ver=6.8.4	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/plugins/LayerSlider/static/layerslider/js/layerslider.transitionscc6a.js	(from https://qualitybio.in/)
22:19:13	150436/150436	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2018:06:44%20GMT	https://qualitybio.in/wp-content/plugins/revslider/public/assets/js/revolution.tools.min.js?ver=6.0	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/plugins/revslider/public/assets/js/revolution.tools.minf049.js	(from https://qualitybio.in/)
22:19:14	266264/266264	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Mar%202024%2018:06:44%20GMT	https://qualitybio.in/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.0.9	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/plugins/revslider/public/assets/js/rs6.minbfbf.js	(from https://qualitybio.in/)
22:19:14	25836/25836	---MC-	200	added ('OK')	application/json	date:Tue,%2001%20Oct%202024%2016:49:15%20GMT	https://qualitybio.in/wp-json/wp/v2/pages/241	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-json/wp/v2/pages/241.json	(from https://qualitybio.in/)
22:19:14	793/793	---MC-	200	added ('OK')	text/xml	date:Tue,%2001%20Oct%202024%2016:49:15%20GMT	https://qualitybio.in/xmlrpc.php?rsd	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/xmlrpc0db0.php	(from https://qualitybio.in/)
22:19:15	484857/484857	---M--	200	added ('OK')	text/css	date:Tue,%2019%20Mar%202024%2018:06:51%20GMT	https://qualitybio.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.5	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/plugins/js_composer/assets/css/js_composer.min52c7.css	(from https://qualitybio.in/)
22:19:15	2327/2327	---MC-	200	added ('OK')	application/json	date:Tue,%2001%20Oct%202024%2016:49:16%20GMT	https://qualitybio.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fqualitybio.in%2F	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-json/oembed/1.0/embede7cd.json	(from https://qualitybio.in/)
22:19:15	195317/195317	---MC-	200	added ('OK')	application/json	date:Tue,%2001%20Oct%202024%2016:49:16%20GMT	https://qualitybio.in/wp-json/	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-json/index.html	(from https://qualitybio.in/)
22:19:15	2496/2496	---MC-	200	added ('OK')	text/xml	date:Tue,%2001%20Oct%202024%2016:49:16%20GMT	https://qualitybio.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fqualitybio.in%2F&format=xml	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-json/oembed/1.0/embed3170	(from https://qualitybio.in/)
22:19:15	1215/1215	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Jul%202024%2012:02:44%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/cropped-logo-white-32x32.png	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/cropped-logo-white-32x32.png	(from https://qualitybio.in/)
22:19:15	10352/10352	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Jul%202024%2012:02:44%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/cropped-logo-white-192x192.png	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/cropped-logo-white-192x192.png	(from https://qualitybio.in/)
22:19:16	9373/9373	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Jul%202024%2012:02:44%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/cropped-logo-white-180x180.png	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/cropped-logo-white-180x180.png	(from https://qualitybio.in/)
22:19:16	164802/164802	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Apr%202024%2012:30:15%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/logo-white.png	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/logo-white.png	(from https://qualitybio.in/)
22:19:17	52666/52666	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Apr%202024%2011:13:57%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/logo.png	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/logo.png	(from https://qualitybio.in/)
22:19:18	71860/71860	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2016:49:18%20GMT	https://qualitybio.in/about/	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/about/index.html	(from https://qualitybio.in/)
22:19:20	65951/65951	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2016:49:19%20GMT	https://qualitybio.in/impact-and-sustainability/	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/impact-and-sustainability/index.html	(from https://qualitybio.in/)
22:19:21	75374/75374	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2016:49:19%20GMT	https://qualitybio.in/products/	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/products/index.html	(from https://qualitybio.in/)
22:19:21	64991/64991	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2016:49:20%20GMT	https://qualitybio.in/quality-testing/	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/quality-testing/index.html	(from https://qualitybio.in/)
22:19:22	64936/64936	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2016:49:22%20GMT	https://qualitybio.in/contact/	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/contact/index.html	(from https://qualitybio.in/)
22:19:44	138240/138240	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Apr%202024%2013:01:02%20GMT	http://qualitybio.in/wp-content/uploads/2024/04/slide3.jpg	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/slide3.jpg	(from https://qualitybio.in/)
22:20:05	271893/271893	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Apr%202024%2013:00:56%20GMT	http://qualitybio.in/wp-content/uploads/2024/04/slide2.jpg	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/slide2.jpg	(from https://qualitybio.in/)
22:20:18	78160/78160	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://img.youtube.com/vi/86EEng9MSgQ/sddefault.jpg	C:/Users/mitta/Downloads/Biofuel%20Website/img.youtube.com/vi/86EEng9MSgQ/sddefault.jpg	(from https://qualitybio.in/)
22:20:27	403268/403268	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Mar%202024%2010:59:42%20GMT	http://qualitybio.in/wp-content/uploads/2024/03/slide1.jpg	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/03/slide1.jpg	(from https://qualitybio.in/)
22:20:28	457684/457684	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Apr%202024%2013:00:50%20GMT	http://qualitybio.in/wp-content/uploads/2024/04/slide1.jpg	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/slide1.jpg	(from https://qualitybio.in/)
22:20:38	362864/362864	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Mar%202024%2010:59:48%20GMT	http://qualitybio.in/wp-content/uploads/2024/03/slide2.jpg	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/03/slide2.jpg	(from https://qualitybio.in/)
22:20:38	170521/170521	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Apr%202024%2012:00:10%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/abt-img.jpg	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/abt-img.jpg	(from https://qualitybio.in/)
22:20:38	149145/149145	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Apr%202024%2013:26:42%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/Pellets.jpg	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/Pellets.jpg	(from https://qualitybio.in/)
22:20:38	181990/181990	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Apr%202024%2013:26:38%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/Briquettes.jpg	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/Briquettes.jpg	(from https://qualitybio.in/)
22:20:38	5389/5389	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Apr%202024%2017:10:08%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/milk.png	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/milk.png	(from https://qualitybio.in/)
22:20:39	4151/4151	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Apr%202024%2013:59:39%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/textile.png	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/textile.png	(from https://qualitybio.in/)
22:20:39	8377/8377	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Apr%202024%2013:54:02%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/cement.png	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/cement.png	(from https://qualitybio.in/)
22:20:39	5178/5178	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Apr%202024%2011:21:53%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/beam.png	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/beam.png	(from https://qualitybio.in/)
22:20:39	8853/8853	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Apr%202024%2013:55:58%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/tyre.png	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/tyre.png	(from https://qualitybio.in/)
22:20:40	2860/2860	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Mar%202024%2013:10:54%20GMT	https://qualitybio.in/wp-content/uploads/2024/03/pharma-unit.png	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/03/pharma-unit.png	(from https://qualitybio.in/)
22:20:40	4553/4553	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Mar%202024%2013:10:55%20GMT	https://qualitybio.in/wp-content/uploads/2024/03/thermal-industries.png	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/03/thermal-industries.png	(from https://qualitybio.in/)
22:20:40	7280/7280	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Apr%202024%2011:21:53%20GMT	https://qualitybio.in/wp-content/uploads/2024/04/chemical.png	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2024/04/chemical.png	(from https://qualitybio.in/)
22:20:41	166942/166942	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Mar%202024%2018:30:42%20GMT	https://qualitybio.in/wp-content/uploads/2018/04/video-background.jpg	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/uploads/2018/04/video-background.jpg	(from https://qualitybio.in/)
22:20:43	56086/56086	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2016:50:42%20GMT	https://qualitybio.in/www.twitter.com	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/www.twitter.35.delayed	(from https://qualitybio.in/)
22:20:44	56086/56086	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2016:50:44%20GMT	https://qualitybio.in/www.instagram.com	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/www.instagram.com	(from https://qualitybio.in/)
22:20:44	56086/56086	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2016:50:45%20GMT	https://qualitybio.in/www.facebook.com	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/www.facebook.com	(from https://qualitybio.in/)
22:20:44	4307/4307	---M--	200	added ('OK')	text/javascript	date:Wed,%2003%20Apr%202024%2006:39:16%20GMT	https://qualitybio.in/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/dist/hooks.min2757.js	(from https://qualitybio.in/)
22:20:45	9141/9141	---M--	200	added ('OK')	text/javascript	date:Wed,%2003%20Apr%202024%2006:39:14%20GMT	https://qualitybio.in/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/dist/i18n.minc33c.js	(from https://qualitybio.in/)
22:20:45	11513/11513	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Jul%202024%2009:39:30%20GMT	https://qualitybio.in/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.9.7	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/plugins/contact-form-7/includes/swv/js/index1014.js	(from https://qualitybio.in/)
22:20:45	13423/13423	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Jul%202024%2009:39:30%20GMT	https://qualitybio.in/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.9.7	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/plugins/contact-form-7/includes/js/index1014.js	(from https://qualitybio.in/)
22:20:46	19/19	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Jul%202024%2009:39:27%20GMT	https://qualitybio.in/wp-content/plugins/real-time-auto-find-and-replace/assets/js/rtafar.local.js?ver=1.6.0	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-content/plugins/real-time-auto-find-and-replace/assets/js/rtafar.localaff7.js	(from https://qualitybio.in/)
22:20:46	21464/21464	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/core.minb37e.js	(from https://qualitybio.in/)
22:20:46	8860/8860	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/accordion.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/accordion.minb37e.js	(from https://qualitybio.in/)
22:20:46	10199/10199	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/menu.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/menu.minb37e.js	(from https://qualitybio.in/)
22:20:46	457/457	---M--	200	added ('OK')	text/javascript	date:Wed,%2003%20Apr%202024%2006:39:13%20GMT	https://qualitybio.in/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/dist/dom-ready.min5346.js	(from https://qualitybio.in/)
22:20:47	2358/2358	---M--	200	added ('OK')	text/javascript	date:Wed,%2003%20Apr%202024%2006:39:16%20GMT	https://qualitybio.in/wp-includes/js/dist/a11y.min.js?ver=d90eebea464f6c09bfd5	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/dist/a11y.mine810.js	(from https://qualitybio.in/)
22:20:47	8536/8536	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/autocomplete.minb37e.js	(from https://qualitybio.in/)
22:20:47	4402/4402	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/controlgroup.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/controlgroup.minb37e.js	(from https://qualitybio.in/)
22:20:47	4348/4348	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/checkboxradio.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/checkboxradio.minb37e.js	(from https://qualitybio.in/)
22:20:48	6154/6154	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/button.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/button.minb37e.js	(from https://qualitybio.in/)
22:20:48	36748/36748	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/datepicker.minb37e.js	(from https://qualitybio.in/)
22:20:48	3428/3428	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/mouse.minb37e.js	(from https://qualitybio.in/)
22:20:48	18824/18824	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2020:47:52%20GMT	https://qualitybio.in/wp-includes/js/jquery/ui/resizable.min.js?ver=1.13.3	C:/Users/mitta/Downloads/Biofuel%20Website/qualitybio.in/wp-includes/js/jquery/ui/resizable.minb37e.js	(from https://qualitybio.in/)
